source,scope,year,doi,method_auto,method_verified,method_basis,methods_mentioned,oa_rep,oa_max,kappa,sensor,res_m,region,validation,validation_evidence,validation_auto,oa_snippet,file,n_val,n_val_snippet,eligible,eligibility_reason,method_audit_note,multi_method,f1_scan,f1_verified,iou_scan,producers_acc_scan,users_acc_scan,f1_in_s8_subset,oa_unverified
downloaded,rice,2016,10.1016/j.rse.2016.02.016,Phenology/Threshold,,abstract,Random Forest/SVM|Phenology/Threshold,98,98,,Sentinel-2,30,USA,random CV/split,,random CV/split,overall accuracy of 98%,1-s2.0-S003442571630044X-main,,,1,,,1,,,,,,,
downloaded,crop-classification,2026,10.1016/j.measurement.2025.118662,Random Forest/SVM,,abstract,Attention/Transformer|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,90.1,95,0.866,Sentinel-2,100,Italy,random CV/split,,random CV/split,OA of 92.5 %,1-s2.0-S0263224125020214-main,,,1,,,1,,,,,,,
downloaded,crop-classification,2024,10.1016/j.isprsjprs.2024.05.020,Phenology/Threshold,,abstract,Foundation Model|Attention/Transformer|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,89.1,89.1,,Sentinel-2,10,,ground/field reference,,ground/field reference,overall accuracy of 89.1%,1-s2.0-S0924271624002181-main,,,1,,,1,,,,,,,
downloaded,rice,2022,10.1016/j.ejrs.2021.12.008,Object-Based,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,94,94,0.94,Sentinel-2,,Iran,ground/field reference,,ground/field reference,overall accuracy and kappa coefﬁcient for the object-based classiﬁcation method were 94%,1-s2.0-S1110982321001101-main,,,1,,,1,,,,,,,
downloaded,crop-classification,,,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,91.23,91.23,0.8755,Sentinel-2,2,China,,,,OA was 91.23%,1-s2.0-S157495412200303X-main,,,1,,,1,,,,,,,
downloaded,crop-classification,2024,10.1016/j.geodrs.2024.e00785,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM,50.3,50.3,0.47,Sentinel-2,0.3,Italy,random CV/split,,random CV/split,Overall Accuracy of 50.3%,1-s2.0-S2352009424000324-main,,,1,,,1,,,,,,,
downloaded,crop-classification,2025,10.1016/j.rsase.2025.101629,Random Forest/SVM,,abstract,Attention/Transformer|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,91.23,98,,Sentinel-2,10,India,random CV/split,,random CV/split,OA of 95 %,1-s2.0-S235293852500182X-main,,,1,,,1,,,,,,,
downloaded,rice,2024,10.1016/j.srs.2024.100151,CNN/Deep Learning,,body,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,93.8,93.8,0.91,Sentinel-2,10,USA,random CV/split,,random CV/split,OA of 93.8%,1-s2.0-S266601722400035X-main,,,1,,,1,,,,,,,
downloaded,rice,2011,10.1080/01431161.2010.532826,Phenology/Threshold,,abstract,Phenology/Threshold,94,94,0.93,Landsat,,Vietnam,random CV/split,,random CV/split,Overall accuracy: 94%,10.1080_01431161.2010.532826,,,1,,,0,,,53,,,,
downloaded,crop-classification,,,Random Forest/SVM,,abstract,Random Forest/SVM|Object-Based|Phenology/Threshold,90.8,90.8,0.94,Sentinel-1,10,China,random CV/split,,random CV/split,overall accuracy increased from 80.6%,10.1080_01431161.2017.1395969,,,0,"Duplicate record of 10.1080/01431161.2017.1395969 (DOI field blank, so DOI-level deduplication missed it)",,1,,,,,,,
downloaded,rice,2019,10.11591/ijece.v9i2.pp1346-1358,Phenology/Threshold,,abstract,Object-Based|Phenology/Threshold,85.4,85.43,,Landsat,250,China,ground/field reference,,ground/field reference,overall accuracy of 85.43%,10.11591_ijece.v9i2.pp1346-1358,,,1,,,1,,,,93.4,93.4,,
downloaded,rice,2022,10.11834/jrs.20211070,CNN/Deep Learning,,abstract,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,95.23,95.23,,Sentinel-2,,China,ground/field reference,,ground/field reference,overall accuracy was 95.23%,10.11834_jrs.20211070,,,1,,,1,,,,,,,
downloaded,crop-classification,,10.1515/geo-2020-0298,Phenology/Threshold,,abstract,Phenology/Threshold,84.8,84.8,0.8,Landsat,,Thailand,ground/field reference,,ground/field reference,overall accuracy of kharif season (84.8%,10.1515_geo-2020-0298,,,1,,,0,,,,,,,
downloaded,rice,2025,10.5194/egusphere-2025-4613,Attention/Transformer,,body,Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Phenology/Threshold,91,91.1,,Sentinel-2,10,China,ground/field reference,,ground/field reference,OA = 91.1%,10.5194_egusphere-2025-4613-v1,122,122 test site,1,,,1,,,,,,,
downloaded,crop-classification,,10.5194/isprsannals-ii-3-w5-1187-2015,Random Forest/SVM,,abstract,Random Forest/SVM|Phenology/Threshold,79,96.8,0.95,?,,,random CV/split,,random CV/split,overall accuracy of 96.8%,10.5194_isprsannals-ii-3-w5-187-2015,,,1,,,1,,,,,,,
downloaded,rice,2017,10.14710/geoplanning.4.2.187-200,Random Forest/SVM,,body,Random Forest/SVM|Phenology/Threshold,85,85,,Landsat,30,Indonesia,ground/field reference,,ground/field reference,overall accuracy of 85%,12798-72293-1-PB,6171,6171 pixels for validation,1,,,1,100,,,100,,,
downloaded,rice,2022,10.19044/esj.2022.v18n17p214,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,97.6,98,0.971,Sentinel-2,,France,ground/field reference,,ground/field reference,overall accuracy of 98%,15427-Article Text-44842-3-10-20220603,,,1,,,1,100,,,,,,
downloaded,crop-classification,,,Object-Based,,abstract,Object-Based|Phenology/Threshold,83.8,83.8,0.781,MODIS,8,China,ground/field reference,,ground/field reference,overall accuracy ranges from 83.8%,1571,,,1,,,1,,,,,,,
downloaded,rice,2023,10.46754/umtjur.v5i3.381,Phenology/Threshold,,abstract,Random Forest/SVM|Object-Based|Phenology/Threshold,98,98,0.92,Sentinel-2,10,Malaysia,random CV/split,,random CV/split,overall accuracy of 98%,2105,,,1,,,1,,,,,97.1,,
downloaded,crop-classification,2021,10.5194/isprs-archives-xliii-b3-2021-81-2021,Random Forest/SVM,,abstract,Random Forest/SVM|Phenology/Threshold,69.72,69.72,,Sentinel-2,,Portugal,ground/field reference,,ground/field reference,overall accuracy of 69.72%,2a6dce37-bbd5-4a20-a074-3e6ef9a92229,,,1,,,1,,,,,,,
downloaded,rice,2019,10.14943/doctoral.k13740,Transfer/Pre-trained,,body,Foundation Model|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,80.7,80.7,,Sentinel-2,,Vietnam,random CV/split,,random CV/split,overall accuracy of the classification was 80.7%,2d15fed0-b227-4518-910d-3cc2344e9e6e,140,140 ground-truth points,1,,Auto-label 'Foundation Model' corrected to 'Transfer/Pre-trained': manual audit found no self-supervised EO foundation model; transfer/pre-training study (Supplementary S4),1,100,,87,,,,
downloaded,crop-classification,2024,10.15243/jdmlm.2024.113.5997,Phenology/Threshold,,abstract,Phenology/Threshold,87.38,87.38,,Sentinel-2,10,,ground/field reference,,ground/field reference,overall accuracy of 87.38%,"31,+5997-6007,+16472,+YASIN+et+al-new",840,840 ground truth points,1,,,0,,,,,,,
downloaded,rice,2024,10.1016/j.eswa.2024.124771,CNN/Deep Learning,,body,CNN/Deep Learning|Random Forest/SVM|Object-Based,79,93.8,0.93,?,,China,random CV/split,,random CV/split,overall accuracy between 93.8 %,33436ffa-516b-4a24-88ba-5a5e27e0c1b9,,,0,"UAV hyperspectral barnyard-grass (weed) identification, not satellite paddy-extent classification; same criterion as 10.1080/01431161.2019.1706112",,1,94.19999999999999,94.2,,,,1,
downloaded,crop-classification,,,Phenology/Threshold,,body,Phenology/Threshold,82.2,82.2,,Landsat,30,Japan,ground/field reference,,ground/field reference,overall accuracy is 82.2%,3b7e5031-80f7-4978-8247-716a6769315c,,,1,,,0,,,,,,,
downloaded,rice,2009,10.1117/1.3182847,,,none,,84.4,84.4,,Landsat,,India,ground/field reference,,ground/field reference,overall accuracy of 84.4%,4052d7fc-63ce-424c-932b-efa8856bd7d8,,,1,,,0,,,,,,,
downloaded,rice,2020,10.22146/ijg.43617,Phenology/Threshold,,abstract,Phenology/Threshold,85,85,,Landsat,30,Indonesia,ground/field reference,,ground/field reference,overall accuracy (85%,43617-165017-3-PB,,,1,,,0,,,,,,,
downloaded,crop-classification,2019,10.5194/isprs-archives-xlii-3-w6-585-2019,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,94.7,96.7,,Sentinel-2,,,random CV/split,,random CV/split,overall accuracy (96.70%,4438d717-9a9d-40b9-9871-d6bca2b1767f,5169,5169 test samples,1,,,1,,,,,,,
downloaded,crop-classification,,,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,78.65,82.3,0.76,Sentinel-1,15,Indonesia,ground/field reference,,ground/field reference,overall accuracy below 75%,45-Article Text-2078-1-10-20220104,,,1,,,1,,,,,,,
downloaded,rice,2024,10.15576/asp.fc/191716,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,90,90,,Sentinel-2,,India,random CV/split,,random CV/split,overall accuracy of 90%,47e0f90f-ef99-4856-ac40-eb4f919ea548,,,1,,,1,,,,,,,
downloaded,crop-classification,,,Phenology/Threshold,,abstract,Random Forest/SVM|Phenology/Threshold,80.3,80.3,0.76,MODIS,,Vietnam,random CV/split,,random CV/split,overall accuracy of 80.3%,56597c41-42a9-4a16-81a3-8dab3772d023,,,1,,,1,,,,88.7,80.5,,
downloaded,rice,2019,10.5194/isprs-archives-xlii-4-w18-897-2019,Random Forest/SVM,,abstract,Random Forest/SVM|Phenology/Threshold,91.37,91.37,0.82,Sentinel-1,,Iran,random CV/split,,random CV/split,overall accuracy of 91.37%,65200e1d-6a76-46ec-b75e-566790c4521b,,,1,,,1,,,,,,,
downloaded,rice,2024,10.33545/2618060x.2024.v7.i10b.1701,Phenology/Threshold,,abstract,Random Forest/SVM|Phenology/Threshold,85.66,85.66,0.815,Sentinel-2,,China,random CV/split,,random CV/split,overall accuracy of 85.66%,7-9-139-256,856,856 ground truth points,1,,,1,,,,94.16,,,
downloaded,crop-classification,2015,10.5194/isprsarchives-xl-7-w3-503-2015,Phenology/Threshold,,body,Phenology/Threshold,59,59,,Landsat,,,random CV/split,,random CV/split,overall accuracies were 59%,84af41da-17d3-47e6-a38c-d3cf56059fdd,2000,2000 reference samples,1,,,0,,,,,,,
downloaded,crop-classification,2025,10.7494/geom.2025.19.6.41,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,88.56,88.56,0.873,Sentinel-2,,Indonesia,random CV/split,,random CV/split,overall accuracy of 88.56%,898-Article Text-7195-1-10-20251201,,,1,,,1,100,88.56,86.46,,,1,
downloaded,crop-classification,,,Transfer/Pre-trained,,body,Foundation Model|Attention/Transformer|CNN/Deep Learning|Random Forest/SVM|Object-Based,87.1,87.1,,Sentinel-2,10,Japan,random CV/split,,random CV/split,overall accuracy increasing from 71.1%,CV_250620001,,,1,,,1,,62.7,,,,1,
downloaded,rice,2025,10.1109/jstars.2025.3552589,Phenology/Threshold,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,93.68,93.97,0.9327,Sentinel-2,5,China,random CV/split,,random CV/split,OA of 93.97%,Classification_of_Paddy_Rice_Planting_Area_Through_Feature_Selection_Method_Using_Sentinel-1_2_Time_Series_Images,,,1,,,1,84.66,,,,,,
downloaded,rice,2020,10.1109/jstars.2020.2994335,Random Forest/SVM,,abstract,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,88.2,95,0.903,Sentinel-2,250,China,random CV/split,,random CV/split,overall accuracy (90.3%,Classification_of_Paddy_Rice_Using_a_Stacked_Generalization_Approach_and_the_Spectral_Mixture_Method_Based_on_MODIS_Time_Series,,,1,,,1,,,,,,,
downloaded,rice,2021,10.1080/01431161.2021.1921876,Phenology/Threshold,,abstract,Random Forest/SVM|Object-Based|Phenology/Threshold,89.07,91.17,,Sentinel-1,,India,ground/field reference,,ground/field reference,overall accuracy using MF3CF is 91.17 %,Dey_etal_2021_IntJRemoteSensing_preprint,,,1,,,1,,,47,,,,
downloaded,crop-classification,2022,10.1109/jstars.2022.3215589,Random Forest/SVM,,abstract,Random Forest/SVM|Object-Based|Phenology/Threshold,85.72,85.72,,Sentinel-2,10,USA,random CV/split,,random CV/split,overall accuracy (OA) of 85.72%,Early-Season_Mapping_of_Winter_Wheat_and_Garlic_in_Huaihe_Basin_Using_Sentinel-1_2_and_Landsat-7_8_Imagery,,,1,,,1,,,53,,,,
downloaded,crop-classification,2003,10.1080/01431161.2012.748992,Random Forest/SVM,,body,Random Forest/SVM|Object-Based|Phenology/Threshold,66.2,66.2,,Landsat,30,USA,random CV/split,,random CV/split,OA of 66.2%,Finer resolution observation and monitoring of global land cover  first mapping results with Landsat TM and ETM  data,38664,"38,664 test samples",1,,,1,,,82,,,,
downloaded,rice,2021,10.1080/15481603.2020.1853352,Phenology/Threshold,,title,Random Forest/SVM|Phenology/Threshold,78.8,78.8,0.512,Sentinel-2,90,Korea,random CV/split,,random CV/split,overall accuracy for detected paddy fields was 78.8%,Mapping rice area and yield in northeastern asia by incorporating a crop model with dense vegetation index profiles from a geostationary satellite,,,1,,,1,,,,,,,
downloaded,rice,2024,10.1007/s10333-024-00974-w,Phenology/Threshold,,abstract,Random Forest/SVM|Phenology/Threshold,78.5,78.5,0.78,Sentinel-2,10,Korea,random CV/split,,random CV/split,"Overall accuracy (po) = (18,562 + 18,241)/46,906 × 100 = 78.5%",OA_10.1007_s10333-024-00974-w,,,1,,,1,,,,,,,
downloaded,rice,2016,10.11834/jrs.20165008,CNN/Deep Learning,,abstract,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,92,92,,Landsat,,,,,,overall accuracy is better than 92.0%,OA_10.11834_jrs.20165008,,,1,,,1,,,,,,,
downloaded,rice,2023,10.5194/isprs-annals-x-4-w1-2022-509-2023,Phenology/Threshold,,abstract,Random Forest/SVM|Phenology/Threshold,83.63,83.6364,0.8108,Landsat,15,Iran,,,,overall accuracy of 83.6364%,OA_10.5194_isprs-annals-x-4-w1-2022-509-2023,,,1,,,1,,,,,,,
downloaded,rice,2024,10.1109/jstars.2024.3357141,Object-Based,,title,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,94.28,94.28,,Sentinel-2,10,USA,ground/field reference,,ground/field reference,overall accuracy of 94.28%,Optimizing_Rice_Field_Mapping_in_the_Northern_Region_of_China_An_Asynchronous_Flooding_Signal_and_Object-Based_Method,,,1,,,1,,,,,,,
downloaded,crop-classification,,,Random Forest/SVM,,abstract,Random Forest/SVM|Phenology/Threshold,87.06,87.06,0.83,Sentinel-1,2,China,ground/field reference,,ground/field reference,overall accuracy for all classes was 87.06%,Paddy_rice_field_mapping_using_GF-1_images_with_SVM_method,,,1,,,1,,,,90.1,64,,
downloaded,crop-classification,2018,10.20546/ijcmas.2018.705.350,,,none,,87.6,87.6,0.75,Landsat,,India,ground/field reference,,ground/field reference,overall accuracy as 87.60%,"S. Nema, et al",,,1,,,0,,,,,,,
downloaded,rice,2018,10.4308/hjb.25.3.126,Phenology/Threshold,,abstract,Phenology/Threshold,77.27,77.27,,Landsat,,Japan,ground/field reference,,ground/field reference,overall accuracy for classification results was 77.27%,"adminhayati,+(3)+Nurtyawan+R+(126-137)",,,1,,,0,,,,,,,
downloaded,crop-classification,2022,10.3390/agriculture13010098,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,85.1,89.8,0.87,Sentinel-2,250,Nigeria,random CV/split,,random CV/split,Overall accuracy = 84.2%,agriculture-13-00098-v2,,,1,,,1,,,,,55,,
downloaded,rice,2023,10.3390/agriculture13081509,CNN/Deep Learning,,body,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,89,92,,Sentinel-1,10,India,random CV/split,,random CV/split,overall accuracies for all the outputs ranged between 86%,agriculture-13-01509-v3,,,1,,,1,,,,,,,
downloaded,rice,2024,10.3390/agriculture14030496,Object-Based,,body,Object-Based|Phenology/Threshold,88.5,88.5,0.93,Sentinel-2,3,India,ground/field reference,,ground/field reference,overall accuracy ranging from 88.5%,agriculture-14-00496,200,200 validation points,0,"Methane-emission spatial analysis from LST/agronomic flooding, not paddy-extent classification",,1,,,,,,,
downloaded,rice,2024,10.3390/agriculture14111956,Random Forest/SVM,,body,Random Forest/SVM|Object-Based|Phenology/Threshold,84.3,84.3,0.761,Sentinel-2,500,China,random CV/split,,random CV/split,overall accuracy varied between 84.3%,agriculture-14-01956-v2,,,1,,,1,,,59,,,,
downloaded,rice,2025,10.3390/agriculture15171832,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,93.15,97,,Sentinel-2,,Spain,random CV/split,,random CV/split,overall accuracy of 80%,agriculture-15-01832-v2,,,1,,,1,75,,,,,,
downloaded,rice,2025,10.3390/agriengineering7070205,CNN/Deep Learning,,abstract,Foundation Model|Attention/Transformer|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,94.44,99.91,,SPOT,,India,,,,"overall accuracy, precision, recall, and F1 score of 87.78%",agriengineering-07-00205-v2,,,0,"Classification of paddy diseases, not paddy-extent mapping",,1,,,,,,,
downloaded,rice,2023,10.3390/agronomy13112691,CNN/Deep Learning,,body,CNN/Deep Learning|Phenology/Threshold,86.53,86.53,0.78,Sentinel-2,10,China,random CV/split,,random CV/split,overall accuracy of 86.53%,agronomy-13-02691,52,n = 52) was compared to the validation,1,,,1,,,,,,,
downloaded,crop-classification,2021,10.3390/app112110309,Random Forest/SVM,,abstract,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,88.75,88.75,,Sentinel-2,10,China,random CV/split,,random CV/split,OA = 88.75%,applsci-11-10309,,,1,,,1,,,,,,,
downloaded,rice,2024,10.3390/app14062575,CNN/Deep Learning,,abstract,Attention/Transformer|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,93.7,93.7,,?,,China,random CV/split,,random CV/split,overall accuracy of 93.7%,applsci-14-02575,,,0,"Near-ground image processing of rice-seedling planting condition (YOLOv8n), not satellite extent mapping",,1,,,,,,,
downloaded,rice,2020,10.1080/01431161.2020.1841321,Phenology/Threshold,,body,Phenology/Threshold,85.8,94.7,,Sentinel-1,30,China,random CV/split,,random CV/split,overall accuracy ranging from 71.83%,cao2020,,,1,,,0,,,,,,,
downloaded,rice,2024,10.51470/plantarchives.2025.v25.supplement-1.242,Random Forest/SVM,,body,Random Forest/SVM|Phenology/Threshold,91.1,94.44,0.91,Sentinel-2,,India,ground/field reference,,ground/field reference,overall accuracy of 94.44%,dbe972b4-5c34-4f25-bad6-4ba2b8de4a49,,,1,,,1,,,,,,,
downloaded,rice,2022,10.1016/j.rse.2022.113374,Phenology/Threshold,,abstract,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,88,88,,Sentinel-2,10,China,ground/field reference,,ground/field reference,overall accuracy of over 88%,df74b220-4fd8-4fce-ae9b-007d8429428c,,,1,,,1,100,,,,,,
downloaded,rice,2022,10.24114/jg.v14i1.29036,Phenology/Threshold,,abstract,CNN/Deep Learning|Phenology/Threshold,86,86,,Sentinel-1,6,Indonesia,random CV/split,,random CV/split,overall accuracy which higher than 86%,"dosen,+07.+Nirmawana+Simarmata",,,1,,,1,,,,,,,
downloaded,crop-classification,,10.5281/zenodo.18168302,Transfer/Pre-trained,,body,Foundation Model|Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,90.49,92.33,,Sentinel-2,10,China,ground/field reference,Sample-based validation against ground-truth samples (independent global test set); not spatially blocked.,spatial/independent,overall accuracy of 92.33%,essd-2026-24,164000,"164,000 reference samples",1,,Auto-label 'Foundation Model' corrected to 'Transfer/Pre-trained': manual audit found no self-supervised EO foundation model; transfer/pre-training study (Supplementary S4),1,92.32,,,,,,
downloaded,rice,2016,10.1016/j.jag.2015.11.001,Phenology/Threshold,,abstract,Random Forest/SVM|Phenology/Threshold,95,95,0.95,Landsat,30,USA,ground/field reference,,ground/field reference,overall accuracy and Kappa coefficient were 95%,f236c445-a67f-4275-a818-6e6fc467b169,,,1,,,1,,,,,,,
downloaded,rice,2021,10.1016/j.isprsjprs.2021.06.018,Random Forest/SVM,,abstract,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,98.68,98.68,,Sentinel-2,10,USA,ground/field reference,,ground/field reference,OA: 98.68%,f358a8be-773e-49d8-9fdb-259f430a253a,,,1,,,1,,,,,,,
downloaded,crop-classification,,,Phenology/Threshold,,abstract,Phenology/Threshold,88.8,88.8,,Landsat,75,Vietnam,ground/field reference,,ground/field reference,Overall accuracies) of 88.8%,f4d953d9-3031-4210-858d-542632a8e3ee,,,1,,,0,,,,,,,
downloaded,rice,2023,10.5194/essd-15-3203-2023,CNN/Deep Learning,,body,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,73.08,73.08,,Sentinel-2,10,USA,random CV/split,,random CV/split,overall accuracy values over all investigated provincial administrative regions were 73.08 %,f81fc2a7-2e8a-4823-af3c-4ea7eeed06aa,,,1,,,1,,,,,,,
downloaded,rice,2025,10.5194/essd-17-2193-2025,CNN/Deep Learning,,body,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,89,89.61,,Sentinel-2,10,China,random CV/split,,random CV/split,overall accuracy for rice averaged 88.40 %,f9720a04-9c52-446f-b622-45cb759fe9ce,394753,394 753 validation samples,1,,,1,,,,,,,
downloaded,rice,2018,10.1016/j.asr.2018.09.018,Object-Based,,abstract,Random Forest/SVM|Object-Based|Phenology/Threshold,92.38,95,0.85,Sentinel-2,15,China,random CV/split,,random CV/split,overall accuracy of 92.38%,fe7b4ce4-a174-4018-98bf-b85957cc8b52,,,1,,,1,,,,,,,
downloaded,rice,2023,10.3389/feart.2023.1183834,Random Forest/SVM,,abstract,Random Forest/SVM|Object-Based|Phenology/Threshold,91.5,93,0.7627,Sentinel-2,10,India,random CV/split,,random CV/split,overall accuracy (OA) greater than 90%,feart-11-1183834,500,500 validation points,1,,,1,,,,,,,
downloaded,crop-classification,2025,10.3390/geomatics5030029,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,87.25,96.25,0.97,Sentinel-2,,USA,random CV/split,,random CV/split,overall accuracy of 92%,geomatics-05-00029,,,1,,,1,50,,,,,,
downloaded,rice,2019,10.1080/01431161.2018.1547456,Phenology/Threshold,,abstract,Phenology/Threshold,83,83,0.7007,Landsat,500,India,,,,overall accuracy of 83%,gumma2019,198,198 points were used for accuracy assessment,1,,,0,,,,,,,
downloaded,crop-classification,2020,10.1080/01431161.2019.1706112,CNN/Deep Learning,,abstract,Foundation Model|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,77.5,77.5,0.71,?,,China,random CV/split,,random CV/split,overall accuracy were 77.5%,huang2020,,,0,"Weed mapping from UAV imagery, not satellite crop-extent classification",,1,,,,,,,
downloaded,rice,2022,10.3390/ijerph19052567,RNN/LSTM,,abstract,Foundation Model|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,91.84,92.46,0.87,Sentinel-2,30,China,,,,Overall Accuracy 92.46%,ijerph-19-02567,,,0,"Heavy-metal stress detection in rice (biophysical retrieval), not paddy-extent mapping (dasun M2)",,1,,,,,,,
downloaded,rice,2014,10.3390/ijgi3010110,CNN/Deep Learning,,body,CNN/Deep Learning|Phenology/Threshold,71.11,71.11,,Landsat,,Japan,ground/field reference,,ground/field reference,Overall accuracy = 71.11%,ijgi-03-00110,450,450 reference samples,1,,,1,,,,,,,
downloaded,rice,2018,10.3390/ijgi7110418,Transfer/Pre-trained,,abstract,Foundation Model|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,93.6,93.6,,Sentinel-2,30,China,ground/field reference,,ground/field reference,overall accuracies being 93.60%,ijgi-07-00418,10000,"10,000 testing samples",1,,Auto-label 'Foundation Model' corrected to 'Transfer/Pre-trained': manual audit found no self-supervised EO foundation model; transfer/pre-training study (Supplementary S4),1,,,,,,,
downloaded,crop-classification,2018,10.5194/isprs-archives-xlii-4-201-2018,,,none,,91,91,,?,4,Portugal,random CV/split,,random CV/split,overall accuracy (91%,isprs-archives-XLII-4-201-2018,,,1,,,0,,,,,,,
downloaded,crop-classification,,,Random Forest/SVM,,abstract,Random Forest/SVM,94.92,99.36,0.9911,Sentinel-2,,India,ground/field reference,,ground/field reference,overall accuracy of 99.36%,isprs-archives-XLVIII-4-2024-263-2024,,,1,,,0,,,,,,,
downloaded,crop-classification,,,,,none,,94,94,,Landsat,,,random CV/split,,random CV/split,overall accuracy was ~94%,isprsannals-II-3-W5-219-2015,,,1,,,0,,,,,,,
downloaded,rice,2015,10.5194/isprsarchives-xl-7-w3-121-2015,Phenology/Threshold,,abstract,CNN/Deep Learning|Phenology/Threshold,76.95,77.43,0.55,MODIS,250,Thailand,ground/field reference,,ground/field reference,Overall accuracy of NDVI-based rice paddy area mapping is 77.43%,isprsarchives-XL-7-W3-121-2015,,,1,,,1,,,,,,,
downloaded,crop-classification,2016,10.1080/10106049.2016.1206628,CNN/Deep Learning,,body,CNN/Deep Learning|Object-Based|Phenology/Threshold,90.28,90.28,0.87,Landsat,,Iran,ground/field reference,,ground/field reference,overall accuracy ≥ 85%,jabbarianamiri2016,,,1,,,1,,,,,,,
downloaded,rice,2024,10.1371/journal.pone.0309982,Random Forest/SVM,,abstract,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,75,75,,Sentinel-2,10,USA,random CV/split,,random CV/split,overall accuracy of 75%,journal.pone.0309982,,,0,"Rice yield estimation, not paddy-extent mapping",,1,,,,,,,
downloaded,rice,2005,10.1080/01431160500104335,Phenology/Threshold,,abstract,Phenology/Threshold,89,89,,Landsat,30,Thailand,ground/field reference,,ground/field reference,overall accuracy is higher than 89%,kamthonkiat2005,,,1,,,0,,,,,,,
downloaded,crop-classification,2023,10.3390/land12091680,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,81,81,,Sentinel-2,25,Italy,random CV/split,,random CV/split,overall accuracy of 81%,land-12-01680,,,0,"Digital mapping of soil-salinity levels, not crop-type classification",,1,,,,,,,
downloaded,rice,2023,10.1016/j.jenvman.2023.119615,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,81.45,87.9,,Sentinel-2,10,USA,random CV/split,,random CV/split,overall accuracy 75%,main (3),1321,n = 1321) for validation,1,,,1,,,,,,,
downloaded,rice,2017,10.1080/2150704x.2017.1331472,CNN/Deep Learning,,abstract,CNN/Deep Learning|Phenology/Threshold,88.3,88.3,0.85,Sentinel-1,5,China,,,,Overall Accuracy: 88.3 %,mansaray2017,,,1,,,1,,,,,,,
downloaded,crop-classification,2024,10.5194/piahs-385-443-2024,Random Forest/SVM,,body,Random Forest/SVM|Phenology/Threshold,91.5,91.9,,Sentinel-2,,Spain,ground/field reference,,ground/field reference,Overall Accuracy (OA) = 91.5 %,piahs-385-443-2024,,,1,,,1,,,,,,,
